"authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","authors_with_affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Katal, N.; Rzanny, M.; Mäder, P.; Wäldchen, J.","Katal, Negin (57214457034); Rzanny, Michael (54929820500); Mäder, Patrick (35586964300); Wäldchen, Jana (35757099700)","57214457034; 54929820500; 35586964300; 35757099700","Deep Learning in Plant Phenological Research: A Systematic Literature Review","2022","Frontiers in Plant Science","13","","805738","","","59","10.3389/fpls.2022.805738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127816856&doi=10.3389%2Ffpls.2022.805738&partnerID=40&md5=7c77e443d45dfc9a148ea8a5f339f917","Max Planck Institute for Biogeochemistry, Jena, Thuringen, Germany; Data Intensive Systems and Visualisation, Technische Universität Ilmenau, Ilmenau, Thuringen, Germany; Faculty of Biological Sciences, Friedrich-Schiller-Universität Jena, Jena, Thuringen, Germany","Katal, Negin, Max Planck Institute for Biogeochemistry, Jena, Thuringen, Germany; Rzanny, Michael, Max Planck Institute for Biogeochemistry, Jena, Thuringen, Germany; Mäder, Patrick, Data Intensive Systems and Visualisation, Technische Universität Ilmenau, Ilmenau, Thuringen, Germany, Faculty of Biological Sciences, Friedrich-Schiller-Universität Jena, Jena, Thuringen, Germany; Wäldchen, Jana, Max Planck Institute for Biogeochemistry, Jena, Thuringen, Germany","N. Katal; Max Planck Institute for Biogeochemistry, Jena, Germany; email: nkatal@bgc-jena.mpg.de; J. Wäldchen; Max Planck Institute for Biogeochemistry, Jena, Germany; email: jwald@bgc-jena.mpg.de","","Frontiers Media S.A.","","","","","English","Front. Plant Sci.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85127816856"
"Farrell, M.J.; Brierley, L.; Willoughby, A.; Yates, A.; Mideo, N.","Farrell, Maxwell J. (55650859400); Brierley, Liam (57110312300); Willoughby, Anna R. (56583856200); Yates, Andrew (36171266400); Mideo, Nicole (23992733200)","55650859400; 57110312300; 56583856200; 36171266400; 23992733200","Past and future uses of text mining in ecology and evolution","2022","Proceedings of the Royal Society B: Biological Sciences","289","1975","20212721","","","34","10.1098/rspb.2021.2721","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130180705&doi=10.1098%2Frspb.2021.2721&partnerID=40&md5=50830d1153e5fcf141698b0b783c2717","Department of Ecology and Evolutionary Biology, University of Toronto, Toronto, ON, Canada; Department of Health Data Science, University of Liverpool, Liverpool, Merseyside, United Kingdom; University of Georgia, Athens, GA, United States; University of Georgia, Athens, GA, United States; Universiteit van Amsterdam, Amsterdam, Noord-Holland, Netherlands","Farrell, Maxwell J., Department of Ecology and Evolutionary Biology, University of Toronto, Toronto, ON, Canada; Brierley, Liam, Department of Health Data Science, University of Liverpool, Liverpool, Merseyside, United Kingdom; Willoughby, Anna R., University of Georgia, Athens, GA, United States, University of Georgia, Athens, GA, United States; Yates, Andrew, Universiteit van Amsterdam, Amsterdam, Noord-Holland, Netherlands; Mideo, Nicole, Department of Ecology and Evolutionary Biology, University of Toronto, Toronto, ON, Canada","M.J. Farrell; Department of Ecology and Evolutionary Biology, University of Toronto, Toronto, Canada; email: maxwell.farrell@utoronto.ca","","Royal Society Publishing","09628452","","PRLBA","35582795","English","Proc. R. Soc. B Biol. Sci.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85130180705"
"Amarathunga, D.C.; Grundy, J.; Parry, H.; Dorin, A.","Amarathunga, Don Chathurika (57702809700); Grundy, John C. (7102156137); Parry, Hazel Ruth (15066072600); Dorin, Alan (6603576183)","57702809700; 7102156137; 15066072600; 6603576183","Methods of insect image capture and classification: A Systematic literature review","2021","Smart Agricultural Technology","1","","100023","","","60","10.1016/j.atech.2021.100023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123254374&doi=10.1016%2Fj.atech.2021.100023&partnerID=40&md5=005944c4e087d8dd39329804e86c7eaa","Computational and Collective Intelligence, Monash University, Melbourne, VIC, Australia; HumaniSE Lab, Monash University, Melbourne, VIC, Australia; Agriculture and Food, Commonwealth Scientific and Industrial Research Organisation, Canberra, ACT, Australia","Amarathunga, Don Chathurika, Computational and Collective Intelligence, Monash University, Melbourne, VIC, Australia; Grundy, John C., HumaniSE Lab, Monash University, Melbourne, VIC, Australia; Parry, Hazel Ruth, Agriculture and Food, Commonwealth Scientific and Industrial Research Organisation, Canberra, ACT, Australia; Dorin, Alan, Computational and Collective Intelligence, Monash University, Melbourne, VIC, Australia","D.C. Amarathunga; Computational and Collective Intelligence, Department Data Science and AI, Faculty of Information Technology, Monash University, Clayton VIC, Wellington Rd, 3800, Australia; email: don.amarathunga@monash.edu","","Elsevier B.V.","","","","","English","Smart Agric. Technol.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85123254374"
"Dutra Silva, L.; Elias, R.; Silva, L.","Dutra Silva, Lara (59663342900); Elias, Rui Bento (7006549169); Silva, Luís (35604493100)","59663342900; 7006549169; 35604493100","Modelling invasive alien plant distribution: A literature review of concepts and bibliometric analysis","2021","Environmental Modelling and Software","145","","105203","","","19","10.1016/j.envsoft.2021.105203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115773458&doi=10.1016%2Fj.envsoft.2021.105203&partnerID=40&md5=2317a3b41ec639d727d164a46ed43cc0","Pólo dos Açores, Universidade dos Açores, Ponta Delgada, Portugal; CE3C – Centre for Ecology, Universidade dos Açores, Ponta Delgada, Portugal","Dutra Silva, Lara, Pólo dos Açores, Universidade dos Açores, Ponta Delgada, Portugal; Elias, Rui Bento, CE3C – Centre for Ecology, Universidade dos Açores, Ponta Delgada, Portugal; Silva, Luís, Pólo dos Açores, Universidade dos Açores, Ponta Delgada, Portugal","L. Silva; CIBIO — Centro de Investigação Em Biodiversidade e Recursos Genéticos, InBIO Laboratório Associado, Pólo Açores, Faculdade de Ciências e Tecnologia, Universidade Dos Açores, Ponta Delgada, Campus de Ponta Delgada, Rua da Mãe de Deus, 9500-321, Portugal; email: luis.fd.silva@uac.pt","","Elsevier Ltd","13648152","","EMSOF","","English","Environ. Model. Softw.","Article","Final","","Scopus","2-s2.0-85115773458"
"Nitoslawski, S.A.; Wong-Stevens, K.; Steenberg, J.W.N.; Witherspoon, K.; Nesbitt, L.; Konijnendijk, C.C.","Nitoslawski, Sophie A. (56705617500); Wong-Stevens, K. (57231117100); Steenberg, James W.N. (49964741500); Witherspoon, K. (57230136800); Nesbitt, Lorien (57190954149); Konijnendijk, Cecil C. (6602533129)","56705617500; 57231117100; 49964741500; 57230136800; 57190954149; 6602533129","The Digital Forest: Mapping a Decade of Knowledge on Technological Applications for Forest Ecosystems","2021","Earth's Future","9","8","e2021EF002123","","","76","10.1029/2021EF002123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113386858&doi=10.1029%2F2021EF002123&partnerID=40&md5=bdd63f2f7e3385d335adc4dd896f9f19","Department of Forest Resources Management, The University of British Columbia, Vancouver, BC, Canada; Nova Scotia Department of Health, Halifax, NS, Canada; Independent Researcher, Ottawa, ON, Canada","Nitoslawski, Sophie A., Department of Forest Resources Management, The University of British Columbia, Vancouver, BC, Canada; Wong-Stevens, K., Department of Forest Resources Management, The University of British Columbia, Vancouver, BC, Canada; Steenberg, James W.N., Nova Scotia Department of Health, Halifax, NS, Canada; Witherspoon, K., Independent Researcher, Ottawa, ON, Canada; Nesbitt, Lorien, Department of Forest Resources Management, The University of British Columbia, Vancouver, BC, Canada; Konijnendijk, Cecil C., Department of Forest Resources Management, The University of British Columbia, Vancouver, BC, Canada","S.A. Nitoslawski; Department of Forest Resources Management, Faculty of Forestry, University of British Columbia, Vancouver, Canada; email: s.nitoslawski@ubc.ca","","John Wiley and Sons Inc","","","","","English","Earth's Futur.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85113386858"
"Corcoran, E.; Winsen, M.; Sudholz, A.; Hamilton, G.","Corcoran, Evangeline (57207199224); Winsen, Megan (57222225325); Sudholz, Ashlee (57222220963); Hamilton, Grant S. (32667608900)","57207199224; 57222225325; 57222220963; 32667608900","Automated detection of wildlife using drones: Synthesis, opportunities and constraints","2021","Methods in Ecology and Evolution","12","6","","1103","1114","136","10.1111/2041-210X.13581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101917804&doi=10.1111%2F2041-210X.13581&partnerID=40&md5=b65b88666f23420a4591d8953364b70b","Environmental and Biological Sciences, Queensland University of Technology, Brisbane, QLD, Australia","Corcoran, Evangeline, Environmental and Biological Sciences, Queensland University of Technology, Brisbane, QLD, Australia; Winsen, Megan, Environmental and Biological Sciences, Queensland University of Technology, Brisbane, QLD, Australia; Sudholz, Ashlee, Environmental and Biological Sciences, Queensland University of Technology, Brisbane, QLD, Australia; Hamilton, Grant S., Environmental and Biological Sciences, Queensland University of Technology, Brisbane, QLD, Australia","G. Hamilton; School of Biological and Environmental Sciences, Queensland University of Technology, Brisbane, Australia; email: g.hamilton@qut.edu.au","","British Ecological Society","","","","","English","Methods Ecol. Evol.","Review","Final","","Scopus","2-s2.0-85101917804"
"Lürig, M.D.; Donoughe, S.; Svensson, E.I.; Porto, A.; Tsuboi, M.","Lürig, Moritz D. (56528474100); Donoughe, Seth (39361364100); Svensson, Erik I. (7102132371); Porto, Arthur (35346378200); Tsuboi, Masahito (56050185700)","56528474100; 39361364100; 7102132371; 35346378200; 56050185700","Computer Vision, Machine Learning, and the Promise of Phenomics in Ecology and Evolutionary Biology","2021","Frontiers in Ecology and Evolution","9","","642774","","","109","10.3389/fevo.2021.642774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105396016&doi=10.3389%2Ffevo.2021.642774&partnerID=40&md5=eeacd7382f4c83c8d7191340077c4af7","Department of Biology, Lunds Universitet, Lund, Skane, Sweden; Department of Molecular Genetics and Cell Biology, The University of Chicago, Chicago, IL, United States; Department of Biological Sciences, Louisiana State University, Baton Rouge, LA, United States; Louisiana State University, Baton Rouge, LA, United States","Lürig, Moritz D., Department of Biology, Lunds Universitet, Lund, Skane, Sweden; Donoughe, Seth, Department of Molecular Genetics and Cell Biology, The University of Chicago, Chicago, IL, United States; Svensson, Erik I., Department of Biology, Lunds Universitet, Lund, Skane, Sweden; Porto, Arthur, Department of Biological Sciences, Louisiana State University, Baton Rouge, LA, United States, Louisiana State University, Baton Rouge, LA, United States; Tsuboi, Masahito, Department of Biology, Lunds Universitet, Lund, Skane, Sweden","M.D. Lürig; Department of Biology, Lund University, Lund, Sweden; email: moritz.lurig@biol.lu.se","","Frontiers Media S.A.","","","","","English","Front. ecol. evol.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85105396016"
"Rana, P.; Varshney, L.R.","Rana, Pushpendra (56861921400); Varshney, Lav R. (15050053300)","56861921400; 15050053300","Trustworthy Predictive Algorithms for Complex Forest System Decision-Making","2021","Frontiers in Forests and Global Change","3","","587178","","","10","10.3389/ffgc.2020.587178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106734701&doi=10.3389%2Fffgc.2020.587178&partnerID=40&md5=dacee50e47775725524cceff696e62d4","Indian Forest Service, Shimla, HP, India; University of Illinois Urbana-Champaign, Urbana, IL, United States; The Grainger College of Engineering, Urbana, IL, United States","Rana, Pushpendra, Indian Forest Service, Shimla, HP, India, University of Illinois Urbana-Champaign, Urbana, IL, United States; Varshney, Lav R., The Grainger College of Engineering, Urbana, IL, United States","P. Rana; Indian Forest Service, Shimla, India; email: pranaifs27@gmail","","Frontiers Media S.A.","","","","","English","Front. For. Glob. Change","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85106734701"
"Lopez-Marcano, S.; Brown, C.J.; Sievers, M.; Connolly, R.M.","Lopez-Marcano, Sebastian (57215422131); Brown, Christopher J. (7408310730); Sievers, Michael (55656626000); Connolly, Rod M. (7101819604)","57215422131; 7408310730; 55656626000; 7101819604","The slow rise of technology: Computer vision techniques in fish population connectivity","2021","Aquatic Conservation: Marine and Freshwater Ecosystems","31","1","","210","217","24","10.1002/aqc.3432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092060903&doi=10.1002%2Faqc.3432&partnerID=40&md5=51071dc545263c579d5d75c25d3f69f1","Coast and Estuaries, Griffith University, Brisbane, QLD, Australia; Coast and Estuaries, Griffith University, Brisbane, QLD, Australia","Lopez-Marcano, Sebastian, Coast and Estuaries, Griffith University, Brisbane, QLD, Australia; Brown, Christopher J., Coast and Estuaries, Griffith University, Brisbane, QLD, Australia; Sievers, Michael, Coast and Estuaries, Griffith University, Brisbane, QLD, Australia; Connolly, Rod M., Coast and Estuaries, Griffith University, Brisbane, QLD, Australia","S. Lopez-Marcano; Australian Rivers Institute – Coast and Estuaries, School of Environment and Science, Griffith University, Gold Coast, Australia; email: sebastian.lopez-marcano@griffithuni.edu.au","","John Wiley and Sons Ltd","10527613","","AQCOE","","English","Aquatic Conserv. Mar. Freshw. Ecosyst.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85092060903"
"Christin, S.; Hervet, É.; Lecomte, N.","Christin, Sylvain (57219418331); Hervet, Éric (16068338000); Lecomte, Nicolas (57556303400)","57219418331; 16068338000; 57556303400","Applications for deep learning in ecology","2019","Methods in Ecology and Evolution","10","10","","1632","1644","491","10.1111/2041-210X.13256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070101371&doi=10.1111%2F2041-210X.13256&partnerID=40&md5=b1cec3dd8f897fbfe58eb09ae633ed96","Department of Biology, Université de Moncton, Moncton, NB, Canada; Department of Computer Science, Université de Moncton, Moncton, NB, Canada","Christin, Sylvain, Department of Biology, Université de Moncton, Moncton, NB, Canada; Hervet, Éric, Department of Computer Science, Université de Moncton, Moncton, NB, Canada; Lecomte, Nicolas, Department of Biology, Université de Moncton, Moncton, NB, Canada","N. Lecomte; Canada Research Chair in Polar and Boreal Ecology, Department of Biology, University of Moncton, Moncton, Canada; email: nicolas.lecomte@umoncton.ca","","British Ecological Society info@BritishEcologicalSociety.org","","","","","English","Methods Ecol. Evol.","Review","Final","","Scopus","2-s2.0-85070101371"
"Gobeyn, S.; Mouton, A.M.; Cord, A.F.; Kaim, A.; Volk, M.; Goethals, P.","Gobeyn, Sacha (56451171600); Mouton, Ans M. (8312399100); Cord, Anna F. (34881399900); Kaim, Andrea (57194617350); Volk, Martin (7004320816); Goethals, Peter L.M. (8453517900)","56451171600; 8312399100; 34881399900; 57194617350; 7004320816; 8453517900","Evolutionary algorithms for species distribution modelling: A review in the context of machine learning","2019","Ecological Modelling","392","","","179","195","116","10.1016/j.ecolmodel.2018.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057871298&doi=10.1016%2Fj.ecolmodel.2018.11.013&partnerID=40&md5=a540e31691bd530fe92015c77ddcd33f","Department of Animal Sciences and Aquatic Ecology, Universiteit Gent, Ghent, VOV, Belgium; Department of Computational Landscape Ecology, Helmholtz Zentrum für Umweltforschung, Leipzig, Sachsen, Germany","Gobeyn, Sacha, Department of Animal Sciences and Aquatic Ecology, Universiteit Gent, Ghent, VOV, Belgium; Mouton, Ans M., Department of Animal Sciences and Aquatic Ecology, Universiteit Gent, Ghent, VOV, Belgium; Cord, Anna F., Department of Computational Landscape Ecology, Helmholtz Zentrum für Umweltforschung, Leipzig, Sachsen, Germany; Kaim, Andrea, Department of Computational Landscape Ecology, Helmholtz Zentrum für Umweltforschung, Leipzig, Sachsen, Germany; Volk, Martin, Department of Computational Landscape Ecology, Helmholtz Zentrum für Umweltforschung, Leipzig, Sachsen, Germany; Goethals, Peter L.M., Department of Animal Sciences and Aquatic Ecology, Universiteit Gent, Ghent, VOV, Belgium","S. Gobeyn; Ghent University, Department of Animal Sciences and Aquatic Ecology, Ghent, Coupure Links 653, B-9000, Belgium; email: Sacha.Gobeyn@UGent.be","","Elsevier B.V.","03043800","","ECMOD","","English","Ecol. Model.","Review","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85057871298"
"Dujon, A.M.; Schofield, G.","Dujon, Antoine M. (56432616900); Schofield, Gail (16403511400)","56432616900; 16403511400","Importance of machine learning for enhancing ecological studies using information-rich imagery","2019","Endangered Species Research","39","","","91","104","52","10.3354/esr00958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070546948&doi=10.3354%2Fesr00958&partnerID=40&md5=9d20ca1664e6a3fb0aa5720c562acb85","Centre for Integrative Ecology, Deakin University, Geelong, VIC, Australia; School of Biological and Chemical Sciences Queen Mary University of London, London, United Kingdom","Dujon, Antoine M., Centre for Integrative Ecology, Deakin University, Geelong, VIC, Australia; Schofield, Gail, School of Biological and Chemical Sciences Queen Mary University of London, London, United Kingdom","A.M. Dujon; Centre for Integrative Ecology, School of Life and Environmental Sciences, Deakin University, Geelong, 3280, Australia; email: antoine.dujon@yahoo.fr","","Inter-Research ir@int-res.com","18635407","","","","English","Endanger. Species Res.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85070546948"
"Weinstein, B.G.","Weinstein, Ben G. (56188889300)","56188889300","A computer vision for animal ecology","2018","Journal of Animal Ecology","87","3","","533","545","331","10.1111/1365-2656.12780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036508051&doi=10.1111%2F1365-2656.12780&partnerID=40&md5=8a7b8ea5bfe7ba53851c1f8bdcbea09d","Department of Fisheries and Wildlife, Oregon State University, Corvallis, OR, United States","Weinstein, Ben G., Department of Fisheries and Wildlife, Oregon State University, Corvallis, OR, United States","B.G. Weinstein; Department of Fisheries and Wildlife, Marine Mammal Institute, Oregon State University, Newport, United States; email: weinsteb@oregonstate.edu","","Blackwell Publishing Ltd","00218790","","JAECA","29111567","English","J. Anim. Ecol.","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85036508051"
"Liu, Z.; Peng, C.; Work, T.; Candau, J.-N.; DesRochers, A.; Kneeshaw, D.","Liu, Zelin (57191692126); Peng, Changhui (7401797991); Work, Timothy T. (7004499519); Candau, Jean Noël (55970756400); DesRochers, Annie (7102329427); Kneeshaw, Daniel D. (6701451805)","57191692126; 7401797991; 7004499519; 55970756400; 7102329427; 6701451805","Application of machine-learning methods in forest ecology: Recent progress and future challenges","2018","Environmental Reviews","26","4","","339","350","171","10.1139/er-2018-0034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058102137&doi=10.1139%2Fer-2018-0034&partnerID=40&md5=9926e5d53cc1390c7bb303fc19cc20a7","Department of Biological Sciences, Université du Québec à Montréal, Montreal, QC, Canada; Canadian Forest Service, Ottawa, ON, Canada; Institut de recherche sur les forêts, Université du Québec en Abitibi-Témiscamingue, Rouyn-Noranda, QC, Canada","Liu, Zelin, Department of Biological Sciences, Université du Québec à Montréal, Montreal, QC, Canada; Peng, Changhui, Department of Biological Sciences, Université du Québec à Montréal, Montreal, QC, Canada; Work, Timothy T., Department of Biological Sciences, Université du Québec à Montréal, Montreal, QC, Canada; Candau, Jean Noël, Canadian Forest Service, Ottawa, ON, Canada; DesRochers, Annie, Institut de recherche sur les forêts, Université du Québec en Abitibi-Témiscamingue, Rouyn-Noranda, QC, Canada; Kneeshaw, Daniel D., Department of Biological Sciences, Université du Québec à Montréal, Montreal, QC, Canada","C. Peng; Department of Biological Sciences, University of Quebec at Montreal, Montreal, H3C 3P8, Canada; email: peng.changhui@uqam.ca","","Canadian Science Publishing","11818700","","ENRVE","","English","Environ Rev","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85058102137"
"Khabibullaev A.","Khabibullaev, Abduboriy (59539216800)","59539216800","Digital economy for biodiversity: harnessing technology to preserve ecosystems and genetic diversity","2024","BIO Web of Conferences","149","","01078","","","1","10.1051/bioconf/202414901078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216763353&doi=10.1051%2Fbioconf%2F202414901078&partnerID=40&md5=80ed3b10cf4bdf706d29ba0ddbf03a57","British Management University, Tashkent, Uzbekistan","Khabibullaev A., British Management University, Tashkent, Uzbekistan","A. Khabibullaev; British Management University, Tashkent, Uzbekistan; email: 4research2023@gmail.com","Kalashnikov V.V.; Zaitsev A.M.","EDP Sciences","22731709","","","","English","BIO. Web. Conf.","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85216763353"
